make,model,km_driven,ownership,transmission,engine,fuel,city,reg_year_int,car_age,price
Maruti,Celerio VXi AMT,39000.0,First Owner,Automatic,998.0,Petrol,Chennai,2019.0,6.0,470000.0
Honda,Jazz 1.2 SV i VTEC,67948.0,Second Owner,Manual,1199.0,Petrol,Pune,2015.0,10.0,348000.0
Toyota,Glanza V,10730.0,First Owner,Manual,1197.0,Petrol,Jaipur,2024.0,1.0,875000.0
Hyundai,i20 Active SX Petrol,24365.0,First Owner,Manual,1197.0,Petrol,Gurgaon,2024.0,1.0,729000.0
Renault,Kiger RXT Turbo CVT,15974.0,First Owner,Automatic,1199.0,Petrol,Thane,2023.0,2.0,845000.0
Volkswagen,Taigun 1.0 TSI Highline BSVI,20406.0,First Owner,Manual,999.0,Petrol,Mumbai,2023.0,2.0,1050000.0
Kia,Sonet HTX Diesel BSVI,18450.0,First Owner,Manual,1493.0,Diesel,Chennai,2024.0,1.0,1190000.0
Toyota,Innova Crysta 2.4 ZX 7 STR AT,45000.0,First Owner,Automatic,2393.0,Diesel,Chennai,2022.0,3.0,2790000.0
Honda,City i-VTEC CVT VX,77894.0,First Owner,Automatic,1497.0,Petrol,Kolkata,2020.0,5.0,750000.0
Maruti,XL6 Alpha,56000.0,First Owner,Manual,1462.0,Petrol,Ghaziabad,2019.0,6.0,795000.0
Toyota,Innova Crysta 2.8 ZX AT BSIV,60000.0,First Owner,Automatic,2755.0,Diesel,Faridabad,2018.0,7.0,1600000.0
Toyota,Yaris G CVT,81000.0,Second Owner,Automatic,1496.0,Petrol,Hyderabad,2020.0,5.0,795000.0
Honda,Amaze 2nd Gen VX CVT BSVI,19000.0,First Owner,Automatic,1199.0,Petrol,New Delhi,2022.0,3.0,825000.0
Tata,Altroz XT Turbo,29000.0,First Owner,Manual,1199.0,Petrol,Kolkata,2021.0,4.0,550000.0
Honda,City i VTEC V,66678.0,First Owner,Manual,1497.0,Petrol,Hyderabad,2017.0,8.0,470000.0
Tata,Punch Adventure CNG,32125.0,First Owner,Manual,1199.0,CNG,Jaipur,2023.0,2.0,737000.0
Kia,Sonet HTX Turbo DCT BSVI,14000.0,First Owner,Automatic,998.0,Petrol,Mumbai,2023.0,2.0,1225000.0
Tata,Nexon XM BSVI,41885.0,First Owner,Manual,1199.0,Petrol,Noida,2022.0,3.0,685000.0
Skoda,Rapid 1.5 TDI AT Style Plus,57453.0,Second Owner,Automatic,1498.0,Diesel,Navi Mumbai,2016.0,9.0,460000.0
Honda,Amaze SX i-DTEC,77258.0,Second Owner,Manual,1498.0,Diesel,Jaipur,2016.0,9.0,490000.0
Honda,City i VTEC V,121600.0,Second Owner,Manual,1497.0,Petrol,Hyderabad,2015.0,10.0,465000.0
Renault,Kiger RXZ,15111.0,First Owner,Manual,999.0,Petrol,Thane,2022.0,3.0,849000.0
Hyundai,Creta SX Opt Diesel AT BSVI,120000.0,First Owner,Automatic,1493.0,Diesel,Gurgaon,2020.0,5.0,1100000.0
Toyota,Camry Hybrid,45000.0,First Owner,Automatic,2494.0,Petrol,New Delhi,2017.0,8.0,1950000.0
Hyundai,EON Era Plus,40000.0,Second Owner,Manual,814.0,Petrol,Kolkata,2016.0,9.0,200000.0
Hyundai,i20 1.2 Magna,65000.0,First Owner,Manual,1197.0,Petrol,Chennai,2012.0,13.0,345000.0
Honda,City VX MT,69002.0,First Owner,Manual,1497.0,Petrol,Kolkata,2019.0,6.0,655000.0
Hyundai,Xcent 1.1 CRDi S,87000.0,Second Owner,Manual,1120.0,Diesel,Jaipur,2015.0,10.0,360000.0
Skoda,Superb Style 1.8 TSI MT,50000.0,Second Owner,Manual,1798.0,Petrol,Mumbai,2019.0,6.0,1500000.0
Maruti,Alto K10 VXI,36344.0,Second Owner,Manual,998.0,Petrol,Bangalore,2017.0,8.0,327000.0
Kia,Seltos GTX Plus Diesel AT,39000.0,First Owner,Automatic,1493.0,Diesel,Kolkata,2020.0,5.0,1111000.0
Mahindra,XUV300 W8,9432.0,First Owner,Manual,1197.0,Petrol,Bangalore,2023.0,2.0,1066000.0
Hyundai,Creta 1.6 VTVT Base,30000.0,First Owner,Manual,1591.0,Petrol,New Delhi,2017.0,8.0,715000.0
Maruti,Wagon R VXI 1.2,34046.0,First Owner,Manual,1197.0,Petrol,Kolkata,2011.0,14.0,220000.0
Tata,Tiago XZ Plus BSVI,66117.0,First Owner,Manual,1199.0,Petrol,Bangalore,2021.0,4.0,558000.0
Kia,Seltos GTX Plus Diesel AT,85925.0,First Owner,Automatic,1493.0,Diesel,Ahmedabad,2021.0,4.0,1260000.0
Toyota,Etios Liva G,33636.0,First Owner,Manual,1197.0,Petrol,Noida,2012.0,13.0,210000.0
Mahindra,Thar LX 4WD Hard Top Diesel BSVI,19381.0,First Owner,Manual,2184.0,Diesel,Gurgaon,2021.0,4.0,1293000.0
Toyota,Corolla Altis VL AT,92000.0,First Owner,Automatic,1798.0,Petrol,Ahmedabad,2016.0,9.0,690000.0
Skoda,Rapid 1.5 TDI Ambition BSIV,78000.0,First Owner,Manual,1498.0,Diesel,Jaipur,2019.0,6.0,645000.0
Tata,Nexon 1.2 Revotron XM,50000.0,First Owner,Manual,1198.0,Petrol,Noida,2020.0,5.0,495000.0
Maruti,Swift LXI,38002.0,First Owner,Manual,1197.0,Petrol,Kolkata,2020.0,5.0,485000.0
Toyota,Yaris G Optional CVT,57000.0,Second Owner,Automatic,1496.0,Petrol,Kolkata,2018.0,7.0,575000.0
Volkswagen,Polo Petrol Comfortline 1.2L,71000.0,Second Owner,Manual,1198.0,Petrol,Bangalore,2010.0,15.0,275000.0
Kia,Sonet HTX Turbo iMT,58546.0,First Owner,Automatic,998.0,Petrol,Jaipur,2021.0,4.0,839000.0
Skoda,Octavia Style Plus 1.8 TSI AT,62521.0,First Owner,Automatic,1798.0,Petrol,Thane,2016.0,9.0,895000.0
Toyota,Fortuner 2.8 4WD AT BSIV,112624.0,First Owner,Automatic,2755.0,Diesel,Bangalore,2018.0,7.0,2975000.0
Renault,KWID 1.0 RXT AMT,5615.0,First Owner,Automatic,999.0,Petrol,Kolkata,2023.0,2.0,483000.0
Tata,Nexon XZ Plus BSVI,30000.0,First Owner,Manual,1199.0,Petrol,Jaipur,2022.0,3.0,795000.0
Skoda,Kushaq 1.0 TSI Active BSVI,36000.0,First Owner,Manual,999.0,Petrol,Jaipur,2022.0,3.0,875000.0
Kia,Seltos HTX G,29000.0,First Owner,Manual,1497.0,Petrol,Kolkata,2020.0,5.0,899000.0
Skoda,Kushaq 1.0 TSI Style AT,14800.0,First Owner,Automatic,999.0,Petrol,Ahmedabad,2023.0,2.0,1450000.0
Mahindra,Bolero B6 Opt BSVI,52000.0,First Owner,Manual,1493.0,Diesel,Bangalore,2022.0,3.0,1085000.0
Tata,Nexon XZ Plus P Dark Edition,36961.0,First Owner,Manual,1199.0,Petrol,Ahmedabad,2023.0,2.0,824000.0
Mahindra,KUV 100 mFALCON D75 K4 Plus,80000.0,Second Owner,Manual,1198.0,Diesel,Bangalore,2016.0,9.0,335000.0
Kia,Sonet HTX Turbo iMT,37681.0,First Owner,Automatic,998.0,Petrol,Gurgaon,2021.0,4.0,840000.0
Toyota,Fortuner 4x2 Manual,60000.0,Second Owner,Manual,2982.0,Diesel,Ahmedabad,2014.0,11.0,1275000.0
Volkswagen,Polo Cup Edition Comfortline,145299.0,First Owner,Manual,999.0,Petrol,Pune,2014.0,11.0,320000.0
Volkswagen,Polo Cup Edition Comfortline,106431.0,First Owner,Manual,999.0,Petrol,Chennai,2018.0,7.0,495000.0
Skoda,Superb Elegance 1.8 TSI MT,70000.0,Third Owner,Manual,1798.0,Petrol,Bangalore,2015.0,10.0,400000.0
Renault,KWID Climber 1.0 MT,41929.0,Second Owner,Manual,999.0,Petrol,Gurgaon,2017.0,8.0,309000.0
Honda,City i VTEC CVT VX,120000.0,First Owner,Automatic,1497.0,Petrol,Gurgaon,2016.0,9.0,572000.0
Tata,Nexon XZ Plus S,30430.0,Second Owner,Manual,1199.0,Petrol,Hyderabad,2023.0,2.0,997000.0
Kia,Carens Prestige Opt,18347.0,First Owner,Manual,1497.0,Petrol,Mumbai,2024.0,1.0,1265000.0
Mahindra,XUV300 W8 Option Diesel BSIV,120000.0,Second Owner,Manual,1497.0,Diesel,Jaipur,2019.0,6.0,860000.0
Volkswagen,Polo 1.5 TDI Comfortline,91000.0,Second Owner,Manual,1498.0,Diesel,Hyderabad,2017.0,8.0,500000.0
Skoda,Octavia Style Plus 1.8 TSI AT,61000.0,Second Owner,Automatic,1798.0,Petrol,New Delhi,2017.0,8.0,1025000.0
Renault,Kiger RXZ Turbo CVT,14607.0,First Owner,Automatic,999.0,Petrol,Bangalore,2022.0,3.0,893000.0
Honda,City i-VTEC CVT V,86000.0,First Owner,Automatic,1497.0,Petrol,New Delhi,2017.0,8.0,625000.0
Volkswagen,Polo Exquisite 1.2 MPI Highline,100000.0,First Owner,Manual,1198.0,Petrol,Noida,2015.0,10.0,340000.0
Mahindra,XUV300 W6 BSIV,19694.0,Second Owner,Manual,1197.0,Petrol,Bangalore,2020.0,5.0,795000.0
Volkswagen,Polo GT 1.0 TSI,36851.0,First Owner,Automatic,999.0,Petrol,Hyderabad,2021.0,4.0,846000.0
Renault,KWID RXT,36329.0,First Owner,Manual,799.0,Petrol,Chennai,2016.0,9.0,285000.0
Volkswagen,Polo 1.2 MPI Comfortline,62000.0,Second Owner,Manual,1199.0,Petrol,Mumbai,2015.0,10.0,521000.0
Maruti,Swift Dzire VXI 1.2,29277.0,Second Owner,Manual,1197.0,Petrol,Gurgaon,2019.0,6.0,476000.0
Kia,Sonet HTX Turbo iMT,58146.0,First Owner,Automatic,998.0,Petrol,Ahmedabad,2020.0,5.0,761000.0
Maruti,Baleno 1.2 Delta,44886.0,First Owner,Manual,1197.0,Petrol,Chandigarh,2017.0,8.0,479000.0
Toyota,Urban cruiser Mid,30000.0,First Owner,Manual,1462.0,Petrol,New Delhi,2022.0,3.0,775000.0
Maruti,Vitara Brezza ZXI Plus AT Dual Tone,36454.0,First Owner,Automatic,1462.0,Petrol,Hyderabad,2022.0,3.0,741000.0
Honda,City i VTEC V,91605.0,Second Owner,Manual,1497.0,Petrol,Hyderabad,2016.0,9.0,496000.0
Maruti,Swift VDI BSIV,81562.0,First Owner,Manual,1248.0,Diesel,Hyderabad,2016.0,9.0,530000.0
Toyota,Innova 2.5 G (Diesel) 7 Seater,100000.0,Second Owner,Manual,2494.0,Diesel,Jaipur,2013.0,12.0,650000.0
Hyundai,i20 Asta Opt DT,5500.0,First Owner,Manual,1197.0,Petrol,Gurgaon,2024.0,1.0,890000.0
Skoda,Slavia 1.0 TSI Style AT,29000.0,First Owner,Automatic,999.0,Petrol,Mumbai,2023.0,2.0,1385000.0
Maruti,Swift ZXI Plus,7500.0,First Owner,Manual,1197.0,Petrol,Jaipur,2024.0,1.0,860000.0
Tata,Punch Creative Plus,3906.0,First Owner,Manual,1199.0,Petrol,Hyderabad,2024.0,1.0,868000.0
Renault,KWID RXT,106499.0,First Owner,Manual,799.0,Petrol,Bangalore,2021.0,4.0,420000.0
Toyota,Fortuner 3.0 Diesel,120000.0,First Owner,Manual,2982.0,Diesel,Mumbai,2010.0,15.0,700000.0
Volkswagen,Polo 1.0 MPI Comfortline BSIV,70000.0,First Owner,Manual,999.0,Petrol,Chennai,2019.0,6.0,630000.0
Renault,KWID 1.0 RXT Opt,39582.0,First Owner,Manual,999.0,Petrol,Pune,2021.0,4.0,362000.0
Renault,KWID 1.0 AMT RXT,47000.0,First Owner,Automatic,999.0,Petrol,Chennai,2018.0,7.0,375000.0
Skoda,Octavia Ambition 2.0 TDI MT,98000.0,Second Owner,Manual,1968.0,Diesel,Pune,2014.0,11.0,750000.0
Kia,Seltos HTX Diesel,39900.0,Second Owner,Manual,1493.0,Diesel,Pune,2022.0,3.0,1350000.0
Maruti,Eeco 5 Seater AC 2020-2022,53000.0,First Owner,Manual,1196.0,Petrol,Bangalore,2020.0,5.0,495000.0
Skoda,Kushaq 1.0 TSI Active BSVI,15205.0,First Owner,Manual,999.0,Petrol,Thane,2022.0,3.0,899000.0
Hyundai,Creta SX Turbo Dualtone BSVI,32000.0,First Owner,Automatic,1353.0,Petrol,Mumbai,2022.0,3.0,1475000.0
Mahindra,XUV700 AX7 6 Str Diesel,84947.0,First Owner,Manual,2198.0,Diesel,Ahmedabad,2022.0,3.0,1771000.0
Kia,Carens Luxury Plus Diesel AT 6 STR BSVI,40962.0,First Owner,Automatic,1493.0,Diesel,Kolkata,2022.0,3.0,1145000.0
Hyundai,Venue SX Opt iMT,25626.0,Second Owner,Manual,998.0,Petrol,Gurgaon,2020.0,5.0,740000.0
Kia,Seltos HTX IVT G,121000.0,First Owner,Automatic,1497.0,Petrol,Noida,2021.0,4.0,995000.0
Toyota,Etios G,28796.0,First Owner,Manual,1496.0,Petrol,Gurgaon,2015.0,10.0,299000.0
Hyundai,Verna VTVT 1.4 EX,36000.0,Second Owner,Manual,1368.0,Petrol,Hyderabad,2018.0,7.0,695000.0
Renault,Kiger RXZ,19543.0,First Owner,Manual,999.0,Petrol,Noida,2022.0,3.0,649000.0
Maruti,Celerio VXI MT BSIV,50000.0,First Owner,Manual,998.0,Petrol,Gurgaon,2019.0,6.0,350000.0
Honda,City GXi,85000.0,First Owner,Manual,1497.0,Petrol,Chandigarh,2008.0,17.0,181000.0
Hyundai,Aura SX,37432.0,First Owner,Manual,1197.0,Petrol,Chandigarh,2021.0,4.0,559000.0
Kia,Seltos HTK Plus iMT,32698.0,First Owner,Manual,1497.0,Petrol,Gurgaon,2023.0,2.0,1098000.0
Hyundai,Exter SX CNG 4 Cylinder,25000.0,First Owner,Manual,1197.0,CNG,Mumbai,2024.0,1.0,870000.0
Renault,KWID 1.0 RXL AMT,38000.0,First Owner,Automatic,999.0,Petrol,New Delhi,2020.0,5.0,390000.0
Renault,Duster 110PS Diesel RxZ AMT,66000.0,First Owner,Automatic,1461.0,Diesel,Kolkata,2017.0,8.0,499000.0
Tata,Altroz XZ Plus,12295.0,First Owner,Manual,1199.0,Petrol,Bangalore,2022.0,3.0,795000.0
Maruti,Alto K10 VXI S-CNG,13852.0,First Owner,Manual,998.0,CNG,Pune,2023.0,2.0,528000.0
Mahindra,Scorpio S11 BSIV,89000.0,First Owner,Manual,2179.0,Diesel,Jaipur,2019.0,6.0,1495000.0
Honda,City ZX MT,40000.0,First Owner,Manual,1498.0,Petrol,Chandigarh,2021.0,4.0,1100000.0
Toyota,Innova Crysta 2.4 G MT,60000.0,First Owner,Manual,2393.0,Diesel,Hyderabad,2019.0,6.0,1845000.0
Tata,Punch Creative,10000.0,First Owner,Manual,1199.0,Petrol,Bangalore,2023.0,2.0,875000.0
Renault,Triber RXT BSIV,42000.0,Fourth Owner,Manual,999.0,Petrol,Kolkata,2020.0,5.0,400000.0
Hyundai,Exter SX Opt Connect,17000.0,First Owner,Manual,1197.0,Petrol,Kolkata,2023.0,2.0,799000.0
Kia,Sonet HTX Turbo iMT,53055.0,First Owner,Automatic,998.0,Petrol,Gurgaon,2021.0,4.0,827000.0
Skoda,Slavia 1.0 TSI Style Matte,50000.0,First Owner,Manual,999.0,Petrol,Jaipur,2022.0,3.0,1190000.0
Honda,Amaze VX i-VTEC,30730.0,First Owner,Manual,1198.0,Petrol,Jaipur,2022.0,3.0,786000.0
Skoda,Kushaq 1.0 TSI Style,39322.0,First Owner,Manual,999.0,Petrol,Chennai,2022.0,3.0,1352000.0
Renault,KWID 1.0 AMT RXT,31898.0,First Owner,Automatic,999.0,Petrol,Noida,2021.0,4.0,392000.0
Hyundai,Grand i10 1.2 Kappa Sportz BSIV,72649.0,Second Owner,Manual,1197.0,Petrol,Hyderabad,2019.0,6.0,485000.0
Kia,Seltos HTX Diesel,60000.0,First Owner,Manual,1493.0,Diesel,Bangalore,2021.0,4.0,1495000.0
Honda,Amaze S i-Vtech,44859.0,Second Owner,Manual,1198.0,Petrol,Jaipur,2015.0,10.0,367000.0
Renault,KWID Climber 1.0 MT Opt,31606.0,First Owner,Manual,999.0,Petrol,Noida,2022.0,3.0,416000.0
Toyota,Land Cruiser Prado TX,258000.0,Second Owner,Automatic,2982.0,Diesel,Bangalore,2010.0,15.0,2775000.0
Skoda,Kushaq 1.0 TSI Ambition AT BSVI,26030.0,First Owner,Automatic,999.0,Petrol,Thane,2022.0,3.0,1249000.0
Renault,KWID 1.0 RXT,12289.0,First Owner,Manual,999.0,Petrol,Kolkata,2023.0,2.0,418000.0
Hyundai,Creta 1.6 EX Petrol,7795.0,First Owner,Manual,1591.0,Petrol,Kolkata,2022.0,3.0,997000.0
Tata,Tiago XZ 2020-2022,45333.0,First Owner,Manual,1199.0,Petrol,Chennai,2020.0,5.0,474000.0
Hyundai,i20 N-Line N8 DCT,14852.0,First Owner,Automatic,998.0,Petrol,Jaipur,2023.0,2.0,1050000.0
Volkswagen,Vento 1.0 TSI Highline AT,51000.0,Second Owner,Automatic,999.0,Petrol,Hyderabad,2022.0,3.0,899000.0
Skoda,Kushaq 1.0 TSI Ambition BSVI,30264.0,First Owner,Manual,999.0,Petrol,Mumbai,2023.0,2.0,1020000.0
Skoda,Rapid 1.0 TSI Active,46577.0,First Owner,Manual,999.0,Petrol,Hyderabad,2020.0,5.0,1250000.0
Volkswagen,Virtus GT Plus DSG,20000.0,First Owner,Automatic,1498.0,Petrol,Kolkata,2024.0,1.0,1900000.0
Renault,KWID 1.0 RXL,11933.0,First Owner,Manual,999.0,Petrol,Jaipur,2023.0,2.0,406000.0
Toyota,Yaris G,55043.0,Second Owner,Manual,1496.0,Petrol,Gurgaon,2019.0,6.0,575000.0
Maruti,Wagon R LXI CNG,120000.0,Second Owner,Manual,998.0,CNG,Gurgaon,2015.0,10.0,210000.0
Hyundai,Creta 1.6 CRDi AT SX Plus,101750.0,First Owner,Automatic,1582.0,Diesel,Chandigarh,2017.0,8.0,750000.0
Renault,Pulse RxL,51200.0,First Owner,Manual,1461.0,Diesel,Kolkata,2014.0,11.0,195000.0
Tata,Harrier XZ Plus Kaziranga Edition,53789.0,Second Owner,Manual,1956.0,Diesel,Ahmedabad,2022.0,3.0,1430000.0
Hyundai,Verna 1.6 SX VTVT,81834.0,First Owner,Manual,1591.0,Petrol,Navi Mumbai,2012.0,13.0,365000.0
Toyota,Fortuner 2.7 2WD MT,41056.0,Second Owner,Manual,2694.0,Petrol,Gurgaon,2016.0,9.0,2070000.0
Toyota,Glanza V,20000.0,First Owner,Manual,1197.0,Petrol,Bangalore,2022.0,3.0,890000.0
Skoda,Kushaq 1.0 TSI Style,22307.0,First Owner,Manual,999.0,Petrol,Bangalore,2022.0,3.0,1375000.0
Volkswagen,Ameo 1.2 MPI Comfortline,60000.0,Second Owner,Manual,1198.0,Petrol,Thane,2016.0,9.0,380000.0
Honda,City 1.5 V MT,233900.0,First Owner,Manual,1497.0,Petrol,Gurgaon,2010.0,15.0,125000.0
Volkswagen,Vento Petrol Highline AT,87308.0,Second Owner,Automatic,1598.0,Petrol,Gurgaon,2016.0,9.0,482000.0
Tata,Nexon 1.5 Revotorq XT Plus,58000.0,First Owner,Manual,1497.0,Diesel,Kolkata,2019.0,6.0,475000.0
Kia,Seltos GTX Plus Diesel AT,12000.0,First Owner,Automatic,1493.0,Diesel,Mumbai,2023.0,2.0,2025000.0
Volkswagen,Polo GT TSI,51000.0,Third Owner,Automatic,1197.0,Petrol,Ahmedabad,2017.0,8.0,475000.0
Skoda,Kodiaq 2.0 TDI Style,108201.0,First Owner,Automatic,1968.0,Diesel,Jaipur,2018.0,7.0,1990000.0
Tata,Tiago XT,65910.0,First Owner,Manual,1199.0,Petrol,Ahmedabad,2023.0,2.0,602000.0
Volkswagen,Ameo 1.2 MPI Highline,115000.0,Second Owner,Manual,1198.0,Petrol,Jaipur,2017.0,8.0,450000.0
Skoda,Slavia 1.0 TSI Ambition BSVI,41414.0,First Owner,Manual,999.0,Petrol,Jaipur,2022.0,3.0,875000.0
Kia,Seltos HTX Plus Diesel,73576.0,First Owner,Manual,1493.0,Diesel,Pune,2022.0,3.0,1365000.0
Kia,Seltos HTX IVT,12853.0,First Owner,Automatic,1497.0,Petrol,Mumbai,2022.0,3.0,1575000.0
Volkswagen,Taigun 1.5 TSI GT BSVI,52370.0,First Owner,Manual,1498.0,Petrol,Hyderabad,2022.0,3.0,1490000.0
Renault,KWID 1.0 RXT Opt,6176.0,First Owner,Manual,999.0,Petrol,Jaipur,2022.0,3.0,450000.0
Honda,City i VTEC SV,75662.0,First Owner,Manual,1497.0,Petrol,Chennai,2016.0,9.0,555000.0
Volkswagen,Virtus Highline AT,9299.0,First Owner,Automatic,999.0,Petrol,Kolkata,2022.0,3.0,1056000.0
Renault,KWID RXT,60000.0,First Owner,Manual,799.0,Petrol,Chandigarh,2017.0,8.0,275000.0
Honda,Elevate VX,30000.0,First Owner,Manual,1498.0,Petrol,Jaipur,2023.0,2.0,1050000.0
Tata,Altroz XM Plus CNG,10000.0,First Owner,Manual,1199.0,CNG,Noida,2023.0,2.0,765000.0
Mahindra,XUV700 AX5 7 Str,19400.0,First Owner,Manual,1999.0,Petrol,Noida,2024.0,1.0,1675000.0
Tata,Punch Creative Plus,28464.0,First Owner,Manual,1199.0,Petrol,Hyderabad,2022.0,3.0,828000.0
Mahindra,XUV300 W8 Diesel,28245.0,First Owner,Manual,1497.0,Diesel,Ahmedabad,2022.0,3.0,1000000.0
Toyota,Yaris G Optional,50000.0,Second Owner,Manual,1496.0,Petrol,Chennai,2020.0,5.0,750000.0
Kia,Seltos GTX Plus,72755.0,First Owner,Manual,1353.0,Petrol,Bangalore,2022.0,3.0,1564000.0
Tata,Harrier XZA Dark Edition AT,11000.0,First Owner,Automatic,1956.0,Diesel,Pune,2024.0,1.0,2300000.0
Renault,Duster Petrol RxL,84725.0,Second Owner,Manual,1598.0,Petrol,Gurgaon,2016.0,9.0,425000.0
Toyota,Glanza S,37000.0,First Owner,Manual,1197.0,Petrol,Jaipur,2022.0,3.0,690000.0
Maruti,Ertiga VXI,90000.0,Second Owner,Manual,1373.0,Petrol,Pune,2013.0,12.0,465000.0
Renault,KWID 1.0 AMT RXT,7434.0,First Owner,Automatic,999.0,Petrol,Kolkata,2023.0,2.0,397000.0
Toyota,Innova 2.5 VX 8 STR,90956.0,Third Owner,Manual,2494.0,Diesel,Chandigarh,2015.0,10.0,699000.0
Hyundai,Venue SX Plus Turbo DCT,35214.0,First Owner,Automatic,998.0,Petrol,Pune,2020.0,5.0,895000.0
Renault,Duster 110PS Diesel RxL AMT,68000.0,First Owner,Automatic,1461.0,Diesel,Bangalore,2017.0,8.0,725000.0
Volkswagen,Taigun 1.0 TSI Highline AT BSVI,32000.0,First Owner,Automatic,999.0,Petrol,New Delhi,2022.0,3.0,1060000.0
Maruti,Celerio ZXI AMT BSVI,20978.0,First Owner,Automatic,998.0,Petrol,Bangalore,2022.0,3.0,535000.0
Volkswagen,Taigun 1.5 TSI GT Plus DSG,30000.0,First Owner,Automatic,1498.0,Petrol,Bangalore,2023.0,2.0,1700000.0
Tata,Tiago XT Option BSVI,13000.0,First Owner,Manual,1199.0,Petrol,Kolkata,2023.0,2.0,499000.0
Mahindra,KUV 100 NXT G80 K2 Plus 6 Str,78569.0,First Owner,Manual,1198.0,Petrol,Chennai,2016.0,9.0,383000.0
Renault,Duster Petrol RXS CVT,55000.0,First Owner,Automatic,1498.0,Petrol,Jaipur,2019.0,6.0,650000.0
Kia,Sonet HTX Turbo iMT,27718.0,Third Owner,Automatic,998.0,Petrol,Noida,2021.0,4.0,722000.0
Mahindra,Thar LX 4WD Hard Top Diesel AT BSVI,60414.0,First Owner,Automatic,2184.0,Diesel,Noida,2021.0,4.0,1253000.0
Kia,Sonet GTX Plus Diesel BSVI,60000.0,First Owner,Manual,1493.0,Diesel,Pune,2022.0,3.0,1250000.0
Kia,Seltos HTX IVT G,48764.0,First Owner,Automatic,1497.0,Petrol,New Delhi,2020.0,5.0,1035000.0
Skoda,Octavia 1.8 TSI AT Style Plus,40000.0,Second Owner,Automatic,1798.0,Petrol,Gurgaon,2017.0,8.0,920000.0
Skoda,Slavia 1.0 TSI Style AT BSVI,20000.0,First Owner,Automatic,999.0,Petrol,Chandigarh,2022.0,3.0,1100000.0
Mahindra,Thar LX 4WD Convert Top Diesel BSVI,14500.0,First Owner,Manual,2184.0,Diesel,Hyderabad,2022.0,3.0,1500000.0
Skoda,Rapid 1.6 MPI AT Elegance Black Package,48999.0,First Owner,Automatic,1598.0,Petrol,Mumbai,2015.0,10.0,520000.0
Volkswagen,Taigun 1.0 TSI Comfortline BSVI,30043.0,First Owner,Manual,999.0,Petrol,Kolkata,2022.0,3.0,990000.0
Toyota,Innova Hycross ZX Hybrid,17000.0,First Owner,Automatic,1987.0,Petrol,New Delhi,2024.0,1.0,3500000.0
Maruti,Celerio ZXI Optional AMT BSIV,19687.0,Second Owner,Automatic,998.0,Petrol,Bangalore,2019.0,6.0,545000.0
Skoda,Rapid 1.5 TDI AT Style Plus,78000.0,First Owner,Automatic,1498.0,Diesel,Pune,2017.0,8.0,575000.0
Mahindra,XUV500 W6 2WD,117372.0,First Owner,Manual,2179.0,Diesel,Mumbai,2018.0,7.0,825000.0
Maruti,S Cross Zeta,18791.0,First Owner,Manual,1462.0,Petrol,Ahmedabad,2022.0,3.0,846000.0
Maruti,Alto 800 LXi BSIII,115000.0,First Owner,Manual,796.0,Petrol,Bangalore,2009.0,16.0,200000.0
Tata,Nexon XM BSVI,94777.0,First Owner,Manual,1199.0,Petrol,Ahmedabad,2021.0,4.0,602000.0
Mahindra,Bolero Plus AC,80000.0,First Owner,Manual,2523.0,Diesel,Ahmedabad,2014.0,11.0,451000.0
Volkswagen,Polo 1.2 MPI Comfortline,61000.0,First Owner,Manual,1198.0,Petrol,Noida,2014.0,11.0,355000.0
Hyundai,Grand i10 Nios AMT Magna,60000.0,First Owner,Automatic,1197.0,Petrol,Chennai,2019.0,6.0,525000.0
Maruti,Wagon R VXI 1.2,4989.0,First Owner,Manual,1197.0,Petrol,Hyderabad,2023.0,2.0,629000.0
Kia,Carens Luxury Plus DCT 6 STR,32801.0,Second Owner,Automatic,1482.0,Petrol,Mumbai,2023.0,2.0,1495000.0
Tata,Harrier XTA Plus AT BSVI,50000.0,First Owner,Automatic,1956.0,Diesel,New Delhi,2021.0,4.0,1425000.0
Maruti,Alto 800 VXI,60017.0,First Owner,Manual,796.0,Petrol,Bangalore,2014.0,11.0,269000.0
Renault,Kiger RXZ,15551.0,First Owner,Manual,999.0,Petrol,Thane,2022.0,3.0,665000.0
Hyundai,i10 Sportz AT,58000.0,Second Owner,Automatic,1197.0,Petrol,Bangalore,2010.0,15.0,255000.0
Tata,Tigor 1.2 Revotron XZ,16678.0,First Owner,Manual,1199.0,Petrol,Pune,2019.0,6.0,545000.0
Honda,City i-VTEC CVT V,43000.0,First Owner,Automatic,1497.0,Petrol,Mumbai,2018.0,7.0,725000.0
Honda,City i-VTEC V,40187.0,First Owner,Manual,1497.0,Petrol,Thane,2018.0,7.0,638000.0
Hyundai,Creta EX Diesel BSVI,24000.0,First Owner,Manual,1493.0,Diesel,Bangalore,2022.0,3.0,1335000.0
Hyundai,Grand i10 1.2 Kappa Sportz BSIV,48265.0,First Owner,Manual,1197.0,Petrol,Jaipur,2020.0,5.0,591000.0
Mahindra,XUV500 W6 2WD,170948.0,First Owner,Manual,2179.0,Diesel,Ahmedabad,2012.0,13.0,350000.0
Toyota,Innova Crysta Touring Sport 2.4 MT BSIV,99212.0,Second Owner,Manual,2393.0,Diesel,Jaipur,2017.0,8.0,1295000.0
